,UserID,MovieID,Number_Watched,Number_Watched_log
13351,9468928,109026,1,1.0
13379,9468960,109026,1,1.0
13393,9468964,109026,2,1.6931471805599454
13438,9468986,109026,2,1.6931471805599454
13457,9468990,109026,1,1.0
13487,9468993,109026,1,1.0
13514,9468999,109026,1,1.0
13560,9469009,109026,1,1.0
13607,9469013,109026,1,1.0
13636,9469016,109026,2,1.6931471805599454
13678,9469022,109026,2,1.6931471805599454
13913,9469060,109026,3,2.09861228866811
14408,9469171,109026,8,3.0794415416798357
14508,9469213,109026,1,1.0
14648,9469229,109026,4,2.386294361119891
14743,9469240,109026,2,1.6931471805599454
14957,9469295,109026,1,1.0
15109,9469332,109026,1,1.0
15234,9469454,109026,1,1.0
15244,9469499,109026,1,1.0
15470,9471137,109026,1,1.0
15500,9471233,109026,1,1.0
15655,9471383,109026,1,1.0
15736,9471447,109026,1,1.0
15886,9471784,109026,1,1.0
16230,9473789,109026,1,1.0
16307,9473889,109026,1,1.0
65,9459937,109080,1,1.0
208,9463950,109080,2,1.6931471805599454
780,9464406,109080,1,1.0
1093,9464659,109080,2,1.6931471805599454
1601,9465124,109080,1,1.0
1696,9465178,109080,1,1.0
2258,9465783,109080,2,1.6931471805599454
2745,9465863,109080,1,1.0
3260,9466045,109080,1,1.0
3317,9466055,109080,1,1.0
3469,9466088,109080,2,1.6931471805599454
4395,9466282,109080,1,1.0
4711,9466371,109080,1,1.0
4779,9466386,109080,1,1.0
5465,9466557,109080,3,2.09861228866811
5872,9466662,109080,1,1.0
5886,9466664,109080,2,1.6931471805599454
7824,9467186,109080,1,1.0
8064,9467255,109080,4,2.386294361119891
8837,9467449,109080,1,1.0
9775,9467750,109080,1,1.0
9942,9467822,109080,2,1.6931471805599454
10789,9468096,109080,1,1.0
12161,9468430,109080,23,4.13549421592915
13460,9468990,109080,2,1.6931471805599454
14472,9469209,109080,1,1.0
14514,9469213,109080,1,1.0
66,9459937,109099,7,2.9459101490553135
209,9463950,109099,2,1.6931471805599454
243,9463960,109099,1,1.0
381,9464080,109099,2,1.6931471805599454
399,9464101,109099,1,1.0
484,9464189,109099,8,3.0794415416798357
492,9464211,109099,1,1.0
596,9464279,109099,3,2.09861228866811
621,9464294,109099,1,1.0
761,9464395,109099,2,1.6931471805599454
781,9464406,109099,1,1.0
805,9464435,109099,1,1.0
871,9464484,109099,1,1.0
917,9464513,109099,1,1.0
1057,9464617,109099,1,1.0
1066,9464631,109099,3,2.09861228866811
1277,9464879,109099,1,1.0
1385,9464959,109099,1,1.0
1413,9464991,109099,1,1.0
1475,9465051,109099,1,1.0
1508,9465056,109099,4,2.386294361119891
1729,9465207,109099,2,1.6931471805599454
1816,9465320,109099,1,1.0
1829,9465327,109099,1,1.0
2293,9465793,109099,3,2.09861228866811
2587,9465829,109099,2,1.6931471805599454
2746,9465863,109099,1,1.0
2968,9465928,109099,8,3.0794415416798357
3015,9465947,109099,3,2.09861228866811
3102,9465997,109099,1,1.0
3128,9466002,109099,1,1.0
3180,9466014,109099,1,1.0
3223,9466034,109099,1,1.0
3318,9466055,109099,7,2.9459101490553135
3470,9466088,109099,1,1.0
3553,9466104,109099,2,1.6931471805599454
3702,9466137,109099,1,1.0
3889,9466183,109099,1,1.0
4298,9466247,109099,1,1.0
4326,9466266,109099,3,2.09861228866811
4530,9466312,109099,1,1.0
4589,9466316,109099,1,1.0
4600,9466325,109099,3,2.09861228866811
4618,9466329,109099,2,1.6931471805599454
4685,9466363,109099,1,1.0
4712,9466371,109099,1,1.0
4759,9466373,109099,1,1.0
4780,9466386,109099,1,1.0
4838,9466392,109099,2,1.6931471805599454
4908,9466409,109099,6,2.791759469228055
4928,9466411,109099,1,1.0
5103,9466467,109099,1,1.0
5125,9466471,109099,4,2.386294361119891
5466,9466557,109099,10,3.302585092994046
5561,9466577,109099,2,1.6931471805599454
5740,9466622,109099,2,1.6931471805599454
5810,9466640,109099,1,1.0
5887,9466664,109099,1,1.0
6099,9466710,109099,1,1.0
6146,9466719,109099,1,1.0
6464,9466799,109099,3,2.09861228866811
6563,9466843,109099,3,2.09861228866811
6660,9466851,109099,1,1.0
6799,9466877,109099,1,1.0
6936,9466953,109099,1,1.0
6956,9466954,109099,1,1.0
7043,9466986,109099,1,1.0
7748,9467156,109099,2,1.6931471805599454
7900,9467203,109099,2,1.6931471805599454
7989,9467252,109099,4,2.386294361119891
8067,9467255,109099,13,3.5649493574615367
8168,9467257,109099,1,1.0
8197,9467273,109099,1,1.0
8219,9467277,109099,12,3.4849066497880004
8294,9467304,109099,2,1.6931471805599454
8843,9467453,109099,1,1.0
8866,9467458,109099,1,1.0
8919,9467474,109099,1,1.0
9020,9467532,109099,3,2.09861228866811
9609,9467683,109099,3,2.09861228866811
9867,9467794,109099,2,1.6931471805599454
9882,9467803,109099,2,1.6931471805599454
10102,9467885,109099,5,2.6094379124341005
10676,9468050,109099,1,1.0
10720,9468057,109099,5,2.6094379124341005
10795,9468099,109099,1,1.0
10881,9468130,109099,1,1.0
11121,9468227,109099,1,1.0
11144,9468238,109099,1,1.0
11174,9468252,109099,1,1.0
11205,9468255,109099,2,1.6931471805599454
11230,9468257,109099,1,1.0
11421,9468331,109099,1,1.0
11480,9468337,109099,2,1.6931471805599454
11658,9468366,109099,2,1.6931471805599454
11880,9468425,109099,1,1.0
12173,9468430,109099,103,5.634728988229636
13461,9468990,109099,1,1.0
13516,9468999,109099,10,3.302585092994046
14102,9469098,109099,2,1.6931471805599454
14392,9469155,109099,1,1.0
14464,9469206,109099,1,1.0
14473,9469209,109099,1,1.0
15421,9470812,109099,1,1.0
15433,9470902,109099,1,1.0
15800,9471501,109099,2,1.6931471805599454
15981,9472275,109099,1,1.0
16231,9473789,109099,1,1.0
67,9459937,109107,2,1.6931471805599454
210,9463950,109107,2,1.6931471805599454
244,9463960,109107,2,1.6931471805599454
581,9464272,109107,1,1.0
694,9464342,109107,2,1.6931471805599454
1058,9464617,109107,1,1.0
1386,9464959,109107,1,1.0
1712,9465181,109107,2,1.6931471805599454
1836,9465351,109107,1,1.0
1874,9465387,109107,1,1.0
2133,9465676,109107,1,1.0
2218,9465768,109107,1,1.0
2259,9465783,109107,1,1.0
2294,9465793,109107,1,1.0
2445,9465809,109107,1,1.0
2748,9465863,109107,1,1.0
3246,9466042,109107,1,1.0
3319,9466055,109107,2,1.6931471805599454
3481,9466092,109107,1,1.0
3850,9466180,109107,1,1.0
3890,9466183,109107,1,1.0
4206,9466230,109107,2,1.6931471805599454
4396,9466282,109107,1,1.0
4781,9466386,109107,1,1.0
4909,9466409,109107,1,1.0
4965,9466422,109107,1,1.0
4987,9466428,109107,3,2.09861228866811
5467,9466557,109107,4,2.386294361119891
5562,9466577,109107,2,1.6931471805599454
5681,9466604,109107,2,1.6931471805599454
5692,9466608,109107,1,1.0
5767,9466629,109107,1,1.0
5811,9466640,109107,1,1.0
6100,9466710,109107,1,1.0
6360,9466774,109107,1,1.0
6465,9466799,109107,1,1.0
6598,9466844,109107,1,1.0
6890,9466917,109107,4,2.386294361119891
7083,9466991,109107,1,1.0
7406,9467063,109107,4,2.386294361119891
7444,9467073,109107,2,1.6931471805599454
7486,9467092,109107,1,1.0
7749,9467156,109107,1,1.0
8068,9467255,109107,2,1.6931471805599454
8235,9467289,109107,1,1.0
8470,9467335,109107,1,1.0
8844,9467453,109107,1,1.0
8867,9467458,109107,1,1.0
9021,9467532,109107,1,1.0
9085,9467543,109107,1,1.0
9428,9467636,109107,1,1.0
9440,9467638,109107,1,1.0
9883,9467803,109107,1,1.0
10382,9468018,109107,1,1.0
10678,9468050,109107,1,1.0
10721,9468057,109107,3,2.09861228866811
11231,9468257,109107,1,1.0
11422,9468331,109107,2,1.6931471805599454
11481,9468337,109107,1,1.0
11625,9468360,109107,2,1.6931471805599454
12177,9468430,109107,48,4.871201010907891
13462,9468990,109107,1,1.0
13517,9468999,109107,2,1.6931471805599454
14437,9469191,109107,2,1.6931471805599454
14583,9469218,109107,1,1.0
15221,9469421,109107,3,2.09861228866811
15822,9471592,109107,1,1.0
15860,9471681,109107,1,1.0
68,9459937,109115,1,1.0
2527,9465826,109115,1,1.0
3181,9466014,109115,1,1.0
4128,9466225,109115,1,1.0
4207,9466230,109115,1,1.0
4407,9466286,109115,1,1.0
5563,9466577,109115,1,1.0
5639,9466598,109115,1,1.0
6564,9466843,109115,1,1.0
6759,9466876,109115,1,1.0
7204,9467014,109115,1,1.0
8070,9467255,109115,1,1.0
8502,9467345,109115,1,1.0
10983,9468193,109115,1,1.0
11423,9468331,109115,1,1.0
12180,9468430,109115,48,4.871201010907891
13366,9468945,109115,1,1.0
13917,9469060,109115,3,2.09861228866811
14340,9469151,109115,1,1.0
16077,9472839,109115,1,1.0
69,9459937,109122,2,1.6931471805599454
806,9464435,109122,4,2.386294361119891
1449,9465035,109122,1,1.0
1455,9465045,109122,1,1.0
1636,9465130,109122,2,1.6931471805599454
1740,9465231,109122,1,1.0
3435,9466068,109122,1,1.0
3989,9466209,109122,1,1.0
4208,9466230,109122,1,1.0
5104,9466467,109122,1,1.0
8071,9467255,109122,1,1.0
9449,9467649,109122,1,1.0
10932,9468162,109122,1,1.0
11260,9468265,109122,1,1.0
12182,9468430,109122,31,4.433987204485146
13754,9469027,109122,1,1.0
15132,9469343,109122,2,1.6931471805599454
70,9459937,109126,2,1.6931471805599454
290,9464010,109126,1,1.0
517,9464249,109126,3,2.09861228866811
782,9464406,109126,1,1.0
1669,9465169,109126,2,1.6931471805599454
1713,9465181,109126,1,1.0
1910,9465447,109126,1,1.0
1931,9465479,109126,1,1.0
2847,9465881,109126,1,1.0
3611,9466108,109126,1,1.0
4327,9466266,109126,1,1.0
4713,9466371,109126,1,1.0
5171,9466473,109126,1,1.0
5468,9466557,109126,3,2.09861228866811
5812,9466640,109126,1,1.0
6957,9466954,109126,1,1.0
7786,9467162,109126,1,1.0
8072,9467255,109126,3,2.09861228866811
8173,9467260,109126,1,1.0
8471,9467335,109126,2,1.6931471805599454
8775,9467426,109126,1,1.0
10385,9468018,109126,1,1.0
11232,9468257,109126,1,1.0
12185,9468430,109126,36,4.58351893845611
14552,9469214,109126,1,1.0
14896,9469278,109126,1,1.0
15133,9469343,109126,2,1.6931471805599454
16189,9473683,109126,1,1.0
71,9459937,109134,1,1.0
352,9464066,109134,1,1.0
1138,9464701,109134,1,1.0
1535,9465071,109134,1,1.0
1637,9465130,109134,1,1.0
2296,9465793,109134,2,1.6931471805599454
2749,9465863,109134,6,2.791759469228055
3637,9466119,109134,3,2.09861228866811
4714,9466371,109134,1,1.0
4988,9466428,109134,1,1.0
5469,9466557,109134,1,1.0
6466,9466799,109134,2,1.6931471805599454
6599,9466844,109134,1,1.0
7027,9466985,109134,1,1.0
7206,9467014,109134,2,1.6931471805599454
7323,9467034,109134,2,1.6931471805599454
7381,9467052,109134,1,1.0
7399,9467053,109134,1,1.0
7728,9467152,109134,1,1.0
8074,9467255,109134,1,1.0
8198,9467273,109134,2,1.6931471805599454
9022,9467532,109134,1,1.0
9344,9467615,109134,2,1.6931471805599454
9753,9467748,109134,1,1.0
10387,9468018,109134,4,2.386294361119891
10679,9468050,109134,1,1.0
11659,9468366,109134,1,1.0
11881,9468425,109134,1,1.0
12188,9468430,109134,85,5.442651256490317
13168,9468449,109134,1,1.0
13609,9469013,109134,1,1.0
13837,9469046,109134,1,1.0
13849,9469047,109134,1,1.0
13918,9469060,109134,4,2.386294361119891
14151,9469114,109134,13,3.5649493574615367
14210,9469132,109134,1,1.0
14341,9469151,109134,2,1.6931471805599454
14457,9469203,109134,1,1.0
14674,9469237,109134,1,1.0
14844,9469263,109134,1,1.0
15071,9469309,109134,1,1.0
15093,9469321,109134,3,2.09861228866811
15289,9469544,109134,1,1.0
15518,9471234,109134,1,1.0
15571,9471258,109134,2,1.6931471805599454
15658,9471383,109134,1,1.0
16182,9473615,109134,1,1.0
72,9459937,109179,3,2.09861228866811
107,9460188,109179,1,1.0
191,9463939,109179,1,1.0
285,9463986,109179,1,1.0
382,9464080,109179,2,1.6931471805599454
598,9464279,109179,7,2.9459101490553135
638,9464303,109179,1,1.0
713,9464354,109179,1,1.0
736,9464371,109179,1,1.0
834,9464475,109179,7,2.9459101490553135
918,9464513,109179,1,1.0
941,9464544,109179,1,1.0
988,9464568,109179,2,1.6931471805599454
1156,9464712,109179,1,1.0
1184,9464746,109179,3,2.09861228866811
1337,9464901,109179,4,2.386294361119891
1383,9464956,109179,1,1.0
1399,9464982,109179,3,2.09861228866811
1414,9464991,109179,3,2.09861228866811
1478,9465051,109179,4,2.386294361119891
1530,9465069,109179,1,1.0
1565,9465097,109179,1,1.0
1594,9465119,109179,2,1.6931471805599454
1638,9465130,109179,2,1.6931471805599454
1660,9465138,109179,2,1.6931471805599454
1663,9465144,109179,1,1.0
1698,9465178,109179,2,1.6931471805599454
1825,9465325,109179,1,1.0
1850,9465365,109179,1,1.0
1932,9465479,109179,1,1.0
1982,9465571,109179,1,1.0
2040,9465592,109179,5,2.6094379124341005
2050,9465599,109179,1,1.0
2074,9465625,109179,8,3.0794415416798357
2103,9465656,109179,1,1.0
2385,9465799,109179,4,2.386294361119891
2446,9465809,109179,1,1.0
2494,9465815,109179,3,2.09861228866811
2531,9465826,109179,1,1.0
2591,9465829,109179,10,3.302585092994046
2661,9465838,109179,1,1.0
2755,9465863,109179,3,2.09861228866811
2816,9465873,109179,1,1.0
2850,9465881,109179,1,1.0
2896,9465897,109179,1,1.0
3016,9465947,109179,10,3.302585092994046
3142,9466004,109179,1,1.0
3172,9466010,109179,5,2.6094379124341005
3272,9466046,109179,1,1.0
3323,9466055,109179,8,3.0794415416798357
3377,9466060,109179,4,2.386294361119891
3406,9466066,109179,2,1.6931471805599454
3491,9466094,109179,4,2.386294361119891
3554,9466104,109179,3,2.09861228866811
3735,9466147,109179,1,1.0
3780,9466156,109179,1,1.0
3787,9466159,109179,3,2.09861228866811
3824,9466176,109179,1,1.0
3832,9466178,109179,3,2.09861228866811
3894,9466183,109179,2,1.6931471805599454
4046,9466213,109179,1,1.0
4130,9466225,109179,2,1.6931471805599454
4213,9466230,109179,1,1.0
4331,9466266,109179,8,3.0794415416798357
4363,9466270,109179,1,1.0
4372,9466275,109179,2,1.6931471805599454
4438,9466297,109179,3,2.09861228866811
4460,9466301,109179,4,2.386294361119891
4499,9466310,109179,1,1.0
4534,9466312,109179,5,2.6094379124341005
4651,9466348,109179,1,1.0
4715,9466371,109179,5,2.6094379124341005
4783,9466386,109179,1,1.0
4844,9466392,109179,2,1.6931471805599454
4910,9466409,109179,1,1.0
5128,9466471,109179,1,1.0
5174,9466473,109179,5,2.6094379124341005
5221,9466488,109179,2,1.6931471805599454
5275,9466489,109179,1,1.0
5416,9466549,109179,1,1.0
5472,9466557,109179,11,3.3978952727983707
5527,9466565,109179,1,1.0
5564,9466577,109179,3,2.09861228866811
5578,9466589,109179,1,1.0
5600,9466594,109179,3,2.09861228866811
5863,9466653,109179,1,1.0
5867,9466661,109179,1,1.0
5888,9466664,109179,4,2.386294361119891
5967,9466691,109179,5,2.6094379124341005
6053,9466696,109179,3,2.09861228866811
6151,9466719,109179,4,2.386294361119891
6194,9466721,109179,6,2.791759469228055
6249,9466730,109179,1,1.0
6291,9466746,109179,4,2.386294361119891
6361,9466774,109179,1,1.0
6404,9466787,109179,3,2.09861228866811
6430,9466789,109179,2,1.6931471805599454
6467,9466799,109179,6,2.791759469228055
6502,9466800,109179,1,1.0
6566,9466843,109179,4,2.386294361119891
6663,9466851,109179,6,2.791759469228055
6717,9466863,109179,1,1.0
6734,9466867,109179,3,2.09861228866811
6761,9466876,109179,1,1.0
6822,9466887,109179,1,1.0
6832,9466905,109179,1,1.0
6909,9466925,109179,1,1.0
6937,9466953,109179,1,1.0
7008,9466978,109179,2,1.6931471805599454
7044,9466986,109179,1,1.0
7058,9466990,109179,4,2.386294361119891
7245,9467016,109179,1,1.0
7305,9467027,109179,2,1.6931471805599454
7514,9467098,109179,1,1.0
7677,9467145,109179,4,2.386294361119891
7809,9467172,109179,1,1.0
7840,9467188,109179,1,1.0
7869,9467197,109179,2,1.6931471805599454
7918,9467204,109179,2,1.6931471805599454
7934,9467214,109179,1,1.0
7949,9467217,109179,1,1.0
7990,9467252,109179,1,1.0
8079,9467255,109179,17,3.833213344056216
8200,9467273,109179,1,1.0
8295,9467304,109179,9,3.1972245773362196
8360,9467314,109179,7,2.9459101490553135
8403,9467315,109179,1,1.0
8473,9467335,109179,2,1.6931471805599454
8505,9467345,109179,7,2.9459101490553135
8544,9467364,109179,1,1.0
8584,9467383,109179,6,2.791759469228055
8639,9467394,109179,2,1.6931471805599454
8724,9467405,109179,1,1.0
9049,9467534,109179,1,1.0
9128,9467550,109179,1,1.0
9178,9467582,109179,1,1.0
9283,9467594,109179,1,1.0
9487,9467655,109179,1,1.0
9509,9467662,109179,1,1.0
9610,9467683,109179,2,1.6931471805599454
9748,9467746,109179,1,1.0
9904,9467819,109179,1,1.0
9951,9467826,109179,1,1.0
9993,9467853,109179,1,1.0
10393,9468018,109179,12,3.4849066497880004
10617,9468020,109179,1,1.0
10642,9468037,109179,3,2.09861228866811
10651,9468038,109179,2,1.6931471805599454
10726,9468057,109179,2,1.6931471805599454
10760,9468067,109179,1,1.0
10769,9468073,109179,1,1.0
10812,9468108,109179,1,1.0
10828,9468113,109179,1,1.0
10882,9468130,109179,1,1.0
10933,9468162,109179,3,2.09861228866811
10949,9468166,109179,4,2.386294361119891
11007,9468201,109179,1,1.0
11122,9468227,109179,2,1.6931471805599454
11175,9468252,109179,1,1.0
11415,9468327,109179,1,1.0
11483,9468337,109179,9,3.1972245773362196
11499,9468340,109179,2,1.6931471805599454
11505,9468341,109179,1,1.0
11560,9468349,109179,2,1.6931471805599454
11593,9468351,109179,1,1.0
11627,9468360,109179,2,1.6931471805599454
11661,9468366,109179,1,1.0
11689,9468370,109179,1,1.0
11716,9468381,109179,1,1.0
11720,9468392,109179,1,1.0
12215,9468430,109179,960,7.866933284461882
13070,9468432,109179,4,2.386294361119891
13106,9468440,109179,1,1.0
13171,9468449,109179,1,1.0
13245,9468455,109179,2,1.6931471805599454
13292,9468465,109179,3,2.09861228866811
13637,9469016,109179,1,1.0
13712,9469024,109179,2,1.6931471805599454
13851,9469047,109179,1,1.0
13922,9469060,109179,4,2.386294361119891
13954,9469062,109179,1,1.0
14013,9469078,109179,1,1.0
14021,9469081,109179,2,1.6931471805599454
14031,9469082,109179,1,1.0
14103,9469098,109179,2,1.6931471805599454
14154,9469114,109179,5,2.6094379124341005
14299,9469148,109179,1,1.0
14383,9469153,109179,4,2.386294361119891
14410,9469171,109179,1,1.0
14465,9469206,109179,2,1.6931471805599454
14517,9469213,109179,5,2.6094379124341005
14554,9469214,109179,3,2.09861228866811
14572,9469215,109179,1,1.0
14597,9469222,109179,1,1.0
14629,9469224,109179,1,1.0
14745,9469240,109179,2,1.6931471805599454
14897,9469278,109179,4,2.386294361119891
14926,9469282,109179,1,1.0
14945,9469288,109179,1,1.0
15016,9469303,109179,3,2.09861228866811
15029,9469304,109179,1,1.0
15112,9469332,109179,1,1.0
15136,9469343,109179,3,2.09861228866811
15393,9470579,109179,1,1.0
15480,9471158,109179,1,1.0
15617,9471337,109179,1,1.0
15703,9471433,109179,1,1.0
15722,9471438,109179,1,1.0
15740,9471447,109179,1,1.0
15801,9471501,109179,1,1.0
16073,9472837,109179,1,1.0
16133,9473154,109179,1,1.0
16213,9473754,109179,1,1.0
16244,9473805,109179,1,1.0
16455,9474500,109179,2,1.6931471805599454
74,9459937,109196,1,1.0
213,9463950,109196,1,1.0
1509,9465056,109196,1,1.0
1602,9465124,109196,1,1.0
1861,9465372,109196,1,1.0
2025,9465584,109196,5,2.6094379124341005
2969,9465928,109196,2,1.6931471805599454
3224,9466034,109196,1,1.0
3493,9466094,109196,1,1.0
3689,9466129,109196,2,1.6931471805599454
4398,9466282,109196,1,1.0
5969,9466691,109196,2,1.6931471805599454
6362,9466774,109196,1,1.0
7991,9467252,109196,2,1.6931471805599454
8846,9467453,109196,1,1.0
10202,9467902,109196,1,1.0
10851,9468124,109196,1,1.0
11233,9468257,109196,1,1.0
12222,9468430,109196,7,2.9459101490553135
13519,9468999,109196,3,2.09861228866811
14518,9469213,109196,1,1.0
75,9459937,109210,4,2.386294361119891
215,9463950,109210,1,1.0
355,9464066,109210,1,1.0
631,9464296,109210,1,1.0
1983,9465571,109210,1,1.0
2041,9465592,109210,1,1.0
2113,9465667,109210,1,1.0
2406,9465800,109210,2,1.6931471805599454
2594,9465829,109210,1,1.0
2758,9465863,109210,1,1.0
3018,9465947,109210,1,1.0
3630,9466114,109210,1,1.0
3670,9466127,109210,1,1.0
3833,9466178,109210,1,1.0
3995,9466209,109210,1,1.0
5175,9466473,109210,2,1.6931471805599454
5579,9466589,109210,1,1.0
6054,9466696,109210,1,1.0
6083,9466709,109210,1,1.0
6294,9466746,109210,1,1.0
6666,9466851,109210,1,1.0
6814,9466881,109210,1,1.0
6823,9466887,109210,1,1.0
7384,9467052,109210,1,1.0
7787,9467162,109210,1,1.0
7842,9467188,109210,2,1.6931471805599454
7902,9467203,109210,1,1.0
8186,9467268,109210,1,1.0
8299,9467304,109210,1,1.0
8586,9467383,109210,1,1.0
8642,9467394,109210,1,1.0
8819,9467437,109210,1,1.0
8952,9467502,109210,1,1.0
9050,9467534,109210,2,1.6931471805599454
9107,9467545,109210,1,1.0
10397,9468018,109210,2,1.6931471805599454
10727,9468057,109210,1,1.0
10799,9468103,109210,1,1.0
10845,9468121,109210,2,1.6931471805599454
11063,9468212,109210,1,1.0
11460,9468335,109210,1,1.0
11562,9468349,109210,1,1.0
11888,9468425,109210,2,1.6931471805599454
12228,9468430,109210,71,5.2626798770413155
13520,9468999,109210,1,1.0
14598,9469222,109210,1,1.0
14865,9469264,109210,1,1.0
77,9459937,109239,1,1.0
3999,9466209,109239,1,1.0
6154,9466719,109239,1,1.0
7452,9467073,109239,2,1.6931471805599454
7575,9467110,109239,1,1.0
8087,9467255,109239,1,1.0
8954,9467502,109239,2,1.6931471805599454
9110,9467545,109239,2,1.6931471805599454
9244,9467588,109239,7,2.9459101490553135
9378,9467625,109239,1,1.0
10608,9468019,109239,1,1.0
11461,9468335,109239,1,1.0
12247,9468430,109239,13,3.5649493574615367
13293,9468465,109239,1,1.0
13761,9469027,109239,3,2.09861228866811
79,9459937,109532,2,1.6931471805599454
1043,9464615,109532,1,1.0
2898,9465897,109532,1,1.0
3462,9466085,109532,1,1.0
4645,9466347,109532,1,1.0
4724,9466371,109532,1,1.0
5743,9466622,109532,1,1.0
6411,9466787,109532,1,1.0
7010,9466978,109532,1,1.0
8477,9467335,109532,1,1.0
8729,9467405,109532,1,1.0
8838,9467449,109532,2,1.6931471805599454
8985,9467528,109532,1,1.0
9250,9467588,109532,1,1.0
9584,9467677,109532,2,1.6931471805599454
10817,9468112,109532,1,1.0
12346,9468430,109532,12,3.4849066497880004
13641,9469016,109532,1,1.0
15725,9471438,109532,1,1.0
80,9459937,109672,3,2.09861228866811
5725,9466619,109672,1,1.0
6680,9466851,109672,1,1.0
12408,9468430,109672,45,4.80666248977032
15577,9471258,109672,1,1.0
16510,9475315,109672,4,2.386294361119891
81,9459937,109708,1,1.0
1020,9464608,109708,1,1.0
2934,9465921,109708,1,1.0
3130,9466002,109708,1,1.0
8374,9467314,109708,1,1.0
9400,9467630,109708,1,1.0
9721,9467733,109708,1,1.0
10159,9467898,109708,1,1.0
12419,9468430,109708,11,3.3978952727983707
14811,9469256,109708,2,1.6931471805599454
15685,9471432,109708,1,1.0
83,9459937,109746,1,1.0
524,9464249,109746,1,1.0
698,9464342,109746,15,3.70805020110221
1768,9465261,109746,2,1.6931471805599454
1984,9465571,109746,5,2.6094379124341005
4307,9466252,109746,1,1.0
8222,9467277,109746,2,1.6931471805599454
8667,9467397,109746,1,1.0
10256,9467954,109746,1,1.0
12428,9468430,109746,7,2.9459101490553135
16389,9474046,109746,1,1.0
85,9459937,109965,2,1.6931471805599454
139,9460188,109965,1,1.0
447,9464152,109965,2,1.6931471805599454
2195,9465762,109965,1,1.0
2711,9465861,109965,1,1.0
4659,9466348,109965,1,1.0
4679,9466358,109965,2,1.6931471805599454
5009,9466428,109965,1,1.0
5239,9466488,109965,3,2.09861228866811
7223,9467014,109965,2,1.6931471805599454
8886,9467468,109965,2,1.6931471805599454
10162,9467898,109965,2,1.6931471805599454
10472,9468018,109965,3,2.09861228866811
10868,9468128,109965,1,1.0
12484,9468430,109965,8,3.0794415416798357
13736,9469026,109965,1,1.0
86,9459937,110091,19,3.9444389791664403
142,9460188,110091,1,1.0
221,9463950,110091,3,2.09861228866811
263,9463962,110091,1,1.0
385,9464080,110091,2,1.6931471805599454
430,9464141,110091,1,1.0
448,9464152,110091,3,2.09861228866811
495,9464211,110091,1,1.0
526,9464249,110091,7,2.9459101490553135
635,9464296,110091,1,1.0
656,9464317,110091,2,1.6931471805599454
699,9464342,110091,1,1.0
748,9464391,110091,1,1.0
854,9464478,110091,3,2.09861228866811
882,9464505,110091,1,1.0
968,9464551,110091,2,1.6931471805599454
995,9464568,110091,2,1.6931471805599454
1121,9464682,110091,1,1.0
1145,9464710,110091,1,1.0
1172,9464739,110091,1,1.0
1379,9464955,110091,1,1.0
1388,9464959,110091,1,1.0
1415,9464991,110091,1,1.0
1569,9465097,110091,1,1.0
1603,9465124,110091,1,1.0
1625,9465128,110091,2,1.6931471805599454
1680,9465175,110091,1,1.0
1719,9465181,110091,1,1.0
1726,9465193,110091,1,1.0
1837,9465351,110091,1,1.0
1956,9465527,110091,1,1.0
1963,9465540,110091,1,1.0
2010,9465577,110091,2,1.6931471805599454
2016,9465578,110091,1,1.0
2096,9465644,110091,3,2.09861228866811
2117,9465667,110091,1,1.0
2138,9465676,110091,1,1.0
2242,9465782,110091,7,2.9459101490553135
2320,9465793,110091,8,3.0794415416798357
2452,9465809,110091,1,1.0
2500,9465815,110091,1,1.0
2607,9465829,110091,4,2.386294361119891
2639,9465831,110091,1,1.0
2712,9465861,110091,1,1.0
2774,9465863,110091,3,2.09861228866811
2826,9465876,110091,2,1.6931471805599454
2856,9465881,110091,1,1.0
2976,9465928,110091,1,1.0
3110,9465997,110091,1,1.0
3151,9466004,110091,1,1.0
3195,9466019,110091,4,2.386294361119891
3226,9466034,110091,5,2.6094379124341005
3338,9466055,110091,3,2.09861228866811
3419,9466066,110091,1,1.0
3498,9466094,110091,2,1.6931471805599454
3533,9466103,110091,3,2.09861228866811
3676,9466127,110091,1,1.0
3690,9466129,110091,1,1.0
3712,9466141,110091,3,2.09861228866811
3742,9466147,110091,1,1.0
3782,9466156,110091,1,1.0
3825,9466176,110091,1,1.0
3909,9466183,110091,4,2.386294361119891
3950,9466202,110091,2,1.6931471805599454
4141,9466225,110091,2,1.6931471805599454
4342,9466266,110091,6,2.791759469228055
4416,9466287,110091,1,1.0
4428,9466295,110091,1,1.0
4467,9466301,110091,1,1.0
4590,9466316,110091,2,1.6931471805599454
4608,9466325,110091,2,1.6931471805599454
4695,9466364,110091,2,1.6931471805599454
4731,9466371,110091,2,1.6931471805599454
4791,9466386,110091,3,2.09861228866811
4943,9466414,110091,2,1.6931471805599454
4970,9466422,110091,4,2.386294361119891
5011,9466428,110091,1,1.0
5071,9466442,110091,3,2.09861228866811
5087,9466449,110091,1,1.0
5141,9466471,110091,1,1.0
5277,9466489,110091,1,1.0
5350,9466512,110091,1,1.0
5485,9466557,110091,17,3.833213344056216
5603,9466594,110091,2,1.6931471805599454
5660,9466599,110091,1,1.0
5690,9466605,110091,1,1.0
5705,9466610,110091,7,2.9459101490553135
5868,9466661,110091,1,1.0
5898,9466664,110091,2,1.6931471805599454
