,UserID,MovieID,Number_Watched,Number_Watched_log
437,9464152,88879,12,3.4849066497880004
468,9464174,88879,2,1.6931471805599454
481,9464189,88879,1,1.0
491,9464211,88879,2,1.6931471805599454
501,9464248,88879,2,1.6931471805599454
511,9464249,88879,7,2.9459101490553135
546,9464251,88879,1,1.0
550,9464252,88879,5,2.6094379124341005
574,9464256,88879,2,1.6931471805599454
591,9464279,88879,2,1.6931471805599454
618,9464294,88879,1,1.0
664,9464319,88879,1,1.0
682,9464340,88879,5,2.6094379124341005
705,9464350,88879,5,2.6094379124341005
710,9464354,88879,3,2.09861228866811
746,9464391,88879,2,1.6931471805599454
756,9464395,88879,8,3.0794415416798357
803,9464435,88879,4,2.386294361119891
828,9464475,88879,4,2.386294361119891
845,9464478,88879,3,2.09861228866811
877,9464505,88879,1,1.0
899,9464508,88879,2,1.6931471805599454
910,9464513,88879,1,1.0
932,9464544,88879,3,2.09861228866811
969,9464560,88879,5,2.6094379124341005
985,9464568,88879,4,2.386294361119891
1012,9464608,88879,1,1.0
1082,9464658,88879,1,1.0
1088,9464659,88879,1,1.0
1103,9464669,88879,1,1.0
1123,9464683,88879,2,1.6931471805599454
1129,9464699,88879,2,1.6931471805599454
1154,9464712,88879,1,1.0
1162,9464734,88879,2,1.6931471805599454
1170,9464739,88879,1,1.0
1178,9464745,88879,1,1.0
1192,9464753,88879,3,2.09861228866811
1202,9464770,88879,2,1.6931471805599454
1249,9464840,88879,1,1.0
1261,9464878,88879,3,2.09861228866811
1272,9464879,88879,4,2.386294361119891
1295,9464882,88879,1,1.0
1318,9464888,88879,1,1.0
1324,9464896,88879,1,1.0
1331,9464901,88879,1,1.0
1344,9464913,88879,1,1.0
1358,9464919,88879,1,1.0
1371,9464955,88879,1,1.0
1396,9464982,88879,1,1.0
1412,9464991,88879,1,1.0
1426,9465000,88879,1,1.0
1437,9465024,88879,2,1.6931471805599454
1468,9465051,88879,3,2.09861228866811
1513,9465059,88879,1,1.0
1533,9465071,88879,1,1.0
1539,9465091,88879,1,1.0
1562,9465097,88879,1,1.0
1606,9465126,88879,7,2.9459101490553135
1631,9465130,88879,6,2.791759469228055
1654,9465133,88879,1,1.0
1662,9465144,88879,1,1.0
1674,9465175,88879,4,2.386294361119891
1690,9465178,88879,5,2.6094379124341005
1706,9465181,88879,5,2.6094379124341005
1762,9465261,88879,1,1.0
1784,9465280,88879,1,1.0
1792,9465282,88879,2,1.6931471805599454
1814,9465320,88879,5,2.6094379124341005
1835,9465351,88879,4,2.386294361119891
1847,9465365,88879,4,2.386294361119891
1859,9465372,88879,3,2.09861228866811
1866,9465373,88879,1,1.0
1876,9465393,88879,4,2.386294361119891
1890,9465416,88879,1,1.0
1917,9465472,88879,2,1.6931471805599454
1926,9465479,88879,1,1.0
1971,9465561,88879,2,1.6931471805599454
1996,9465577,88879,5,2.6094379124341005
2023,9465584,88879,2,1.6931471805599454
2039,9465592,88879,3,2.09861228866811
2068,9465625,88879,11,3.3978952727983707
2110,9465667,88879,1,1.0
2129,9465676,88879,1,1.0
2206,9465766,88879,2,1.6931471805599454
2213,9465768,88879,3,2.09861228866811
2235,9465782,88879,8,3.0794415416798357
2254,9465783,88879,1,1.0
2274,9465793,88879,36,4.58351893845611
2382,9465799,88879,4,2.386294361119891
2399,9465800,88879,1,1.0
2424,9465805,88879,2,1.6931471805599454
2442,9465809,88879,2,1.6931471805599454
2463,9465810,88879,1,1.0
2482,9465815,88879,6,2.791759469228055
2522,9465826,88879,4,2.386294361119891
2575,9465829,88879,18,3.8903717578961645
2676,9465847,88879,1,1.0
2687,9465854,88879,3,2.09861228866811
2701,9465861,88879,9,3.1972245773362196
2730,9465863,88879,21,4.044522437723423
2803,9465865,88879,2,1.6931471805599454
2810,9465870,88879,1,1.0
2819,9465876,88879,1,1.0
2839,9465881,88879,8,3.0794415416798357
2874,9465891,88879,2,1.6931471805599454
2891,9465897,88879,3,2.09861228866811
2921,9465921,88879,3,2.09861228866811
2942,9465927,88879,1,1.0
2959,9465928,88879,1,1.0
3008,9465947,88879,27,4.295836866004329
3057,9465971,88879,2,1.6931471805599454
3077,9465984,88879,2,1.6931471805599454
3098,9465997,88879,5,2.6094379124341005
3135,9466004,88879,9,3.1972245773362196
3163,9466007,88879,1,1.0
3168,9466010,88879,2,1.6931471805599454
3179,9466014,88879,1,1.0
3187,9466019,88879,1,1.0
3220,9466034,88879,1,1.0
3243,9466042,88879,1,1.0
3259,9466045,88879,1,1.0
3267,9466046,88879,2,1.6931471805599454
3305,9466055,88879,13,3.5649493574615367
3369,9466060,88879,4,2.386294361119891
3396,9466066,88879,2,1.6931471805599454
3485,9466094,88879,8,3.0794415416798357
3520,9466103,88879,1,1.0
3550,9466104,88879,6,2.791759469228055
3584,9466106,88879,4,2.386294361119891
3605,9466108,88879,6,2.791759469228055
3620,9466110,88879,4,2.386294361119891
3628,9466114,88879,3,2.09861228866811
3643,9466121,88879,2,1.6931471805599454
3666,9466127,88879,1,1.0
3688,9466129,88879,2,1.6931471805599454
3700,9466137,88879,3,2.09861228866811
3707,9466141,88879,1,1.0
3725,9466147,88879,12,3.4849066497880004
3777,9466156,88879,1,1.0
3823,9466176,88879,1,1.0
3830,9466178,88879,9,3.1972245773362196
3846,9466180,88879,6,2.791759469228055
3875,9466183,88879,11,3.3978952727983707
3973,9466209,88879,8,3.0794415416798357
4043,9466213,88879,5,2.6094379124341005
4059,9466218,88879,1,1.0
4066,9466220,88879,1,1.0
4116,9466225,88879,14,3.6390573296152584
4155,9466227,88879,1,1.0
4184,9466230,88879,9,3.1972245773362196
4270,9466239,88879,1,1.0
4316,9466266,88879,11,3.3978952727983707
4371,9466275,88879,1,1.0
4381,9466278,88879,2,1.6931471805599454
4403,9466286,88879,2,1.6931471805599454
4433,9466297,88879,1,1.0
4474,9466302,88879,1,1.0
4488,9466309,88879,1,1.0
4514,9466312,88879,15,3.70805020110221
4588,9466316,88879,1,1.0
4616,9466329,88879,1,1.0
4630,9466341,88879,1,1.0
4668,9466355,88879,4,2.386294361119891
4684,9466363,88879,2,1.6931471805599454
4704,9466371,88879,14,3.6390573296152584
4773,9466386,88879,2,1.6931471805599454
4798,9466391,88879,3,2.09861228866811
4824,9466392,88879,11,3.3978952727983707
4890,9466405,88879,1,1.0
4903,9466409,88879,1,1.0
4926,9466411,88879,1,1.0
4936,9466414,88879,1,1.0
4958,9466422,88879,5,2.6094379124341005
4978,9466428,88879,1,1.0
5057,9466435,88879,2,1.6931471805599454
5067,9466442,88879,2,1.6931471805599454
5117,9466471,88879,5,2.6094379124341005
5165,9466473,88879,2,1.6931471805599454
5211,9466488,88879,4,2.386294361119891
5290,9466496,88879,3,2.09861228866811
5316,9466507,88879,3,2.09861228866811
5349,9466512,88879,1,1.0
5360,9466515,88879,4,2.386294361119891
5377,9466517,88879,2,1.6931471805599454
5379,9466523,88879,1,1.0
5388,9466542,88879,7,2.9459101490553135
5402,9466544,88879,2,1.6931471805599454
5413,9466549,88879,2,1.6931471805599454
5430,9466554,88879,1,1.0
5449,9466557,88879,88,5.477336814478207
5524,9466565,88879,1,1.0
5545,9466566,88879,3,2.09861228866811
5557,9466577,88879,4,2.386294361119891
5573,9466589,88879,4,2.386294361119891
5593,9466594,88879,13,3.5649493574615367
5612,9466595,88879,4,2.386294361119891
5638,9466598,88879,1,1.0
5657,9466599,88879,1,1.0
5679,9466604,88879,2,1.6931471805599454
5688,9466605,88879,1,1.0
5698,9466610,88879,8,3.0794415416798357
5711,9466617,88879,4,2.386294361119891
5718,9466619,88879,1,1.0
5737,9466622,88879,1,1.0
5756,9466625,88879,2,1.6931471805599454
5785,9466636,88879,2,1.6931471805599454
5799,9466639,88879,4,2.386294361119891
5806,9466640,88879,1,1.0
5831,9466648,88879,1,1.0
5861,9466653,88879,1,1.0
5866,9466661,88879,1,1.0
5880,9466664,88879,12,3.4849066497880004
5924,9466679,88879,3,2.09861228866811
5948,9466691,88879,5,2.6094379124341005
6023,9466692,88879,4,2.386294361119891
6045,9466696,88879,8,3.0794415416798357
6080,9466709,88879,1,1.0
6095,9466710,88879,3,2.09861228866811
6131,9466719,88879,6,2.791759469228055
6188,9466721,88879,2,1.6931471805599454
6267,9466740,88879,2,1.6931471805599454
6281,9466746,88879,6,2.791759469228055
6327,9466753,88879,3,2.09861228866811
6335,9466756,88879,2,1.6931471805599454
6356,9466774,88879,3,2.09861228866811
6377,9466782,88879,2,1.6931471805599454
6381,9466785,88879,1,1.0
6391,9466787,88879,1,1.0
6450,9466799,88879,5,2.6094379124341005
6525,9466835,88879,4,2.386294361119891
6549,9466843,88879,2,1.6931471805599454
6630,9466850,88879,1,1.0
6648,9466851,88879,6,2.791759469228055
6710,9466853,88879,1,1.0
6714,9466863,88879,1,1.0
6740,9466869,88879,1,1.0
6753,9466876,88879,1,1.0
6808,9466881,88879,2,1.6931471805599454
6849,9466907,88879,1,1.0
6864,9466913,88879,5,2.6094379124341005
6892,9466918,88879,1,1.0
6898,9466920,88879,1,1.0
6906,9466925,88879,2,1.6931471805599454
6933,9466953,88879,2,1.6931471805599454
6951,9466954,88879,2,1.6931471805599454
7006,9466978,88879,3,2.09861228866811
7041,9466986,88879,1,1.0
7045,9466988,88879,1,1.0
7081,9466991,88879,1,1.0
7090,9466992,88879,3,2.09861228866811
7117,9467000,88879,5,2.6094379124341005
7132,9467001,88879,1,1.0
7138,9467004,88879,2,1.6931471805599454
7157,9467012,88879,3,2.09861228866811
7256,9467020,88879,1,1.0
7297,9467027,88879,3,2.09861228866811
7319,9467034,88879,9,3.1972245773362196
7356,9467043,88879,3,2.09861228866811
7376,9467052,88879,12,3.4849066497880004
7417,9467065,88879,6,2.791759469228055
7482,9467092,88879,4,2.386294361119891
7524,9467101,88879,1,1.0
7567,9467110,88879,1,1.0
7594,9467119,88879,3,2.09861228866811
7635,9467143,88879,4,2.386294361119891
7667,9467145,88879,8,3.0794415416798357
7733,9467153,88879,1,1.0
7740,9467156,88879,6,2.791759469228055
7773,9467157,88879,2,1.6931471805599454
7793,9467166,88879,4,2.386294361119891
7808,9467172,88879,1,1.0
7822,9467186,88879,1,1.0
7833,9467188,88879,11,3.3978952727983707
7866,9467197,88879,1,1.0
7889,9467202,88879,1,1.0
7896,9467203,88879,5,2.6094379124341005
7933,9467214,88879,1,1.0
7947,9467217,88879,2,1.6931471805599454
7953,9467229,88879,2,1.6931471805599454
7959,9467243,88879,2,1.6931471805599454
7980,9467252,88879,10,3.302585092994046
8010,9467254,88879,2,1.6931471805599454
8037,9467255,88879,93,5.532599493153256
8166,9467257,88879,4,2.386294361119891
8185,9467268,88879,1,1.0
8192,9467273,88879,3,2.09861228866811
8229,9467288,88879,1,1.0
8278,9467304,88879,10,3.302585092994046
8327,9467305,88879,1,1.0
8342,9467314,88879,22,4.091042453358316
8401,9467315,88879,1,1.0
8411,9467326,88879,1,1.0
8452,9467333,88879,2,1.6931471805599454
8462,9467335,88879,3,2.09861228866811
8493,9467345,88879,2,1.6931471805599454
8526,9467352,88879,1,1.0
8573,9467383,88879,8,3.0794415416798357
8606,9467388,88879,2,1.6931471805599454
8623,9467393,88879,2,1.6931471805599454
8637,9467394,88879,10,3.302585092994046
8659,9467397,88879,6,2.791759469228055
8674,9467398,88879,1,1.0
8696,9467400,88879,2,1.6931471805599454
8715,9467405,88879,6,2.791759469228055
8743,9467419,88879,3,2.09861228866811
8768,9467423,88879,1,1.0
8772,9467426,88879,1,1.0
8812,9467437,88879,4,2.386294361119891
8841,9467453,88879,1,1.0
8857,9467457,88879,2,1.6931471805599454
8865,9467458,88879,7,2.9459101490553135
8874,9467468,88879,1,1.0
8902,9467470,88879,1,1.0
8911,9467474,88879,1,1.0
8967,9467519,88879,1,1.0
8979,9467528,88879,1,1.0
9007,9467532,88879,101,5.61512051684126
9073,9467543,88879,3,2.09861228866811
9122,9467550,88879,1,1.0
9150,9467573,88879,5,2.6094379124341005
9166,9467574,88879,2,1.6931471805599454
9173,9467582,88879,4,2.386294361119891
9212,9467588,88879,1,1.0
9299,9467600,88879,5,2.6094379124341005
9306,9467602,88879,1,1.0
9321,9467607,88879,6,2.791759469228055
9370,9467625,88879,3,2.09861228866811
9394,9467630,88879,4,2.386294361119891
9423,9467636,88879,1,1.0
9479,9467650,88879,2,1.6931471805599454
9485,9467655,88879,1,1.0
9606,9467683,88879,1,1.0
9623,9467695,88879,5,2.6094379124341005
9668,9467717,88879,1,1.0
9673,9467731,88879,3,2.09861228866811
9705,9467733,88879,1,1.0
9735,9467736,88879,2,1.6931471805599454
9744,9467746,88879,1,1.0
9793,9467759,88879,3,2.09861228866811
9801,9467762,88879,1,1.0
9826,9467772,88879,1,1.0
9831,9467774,88879,1,1.0
9844,9467780,88879,1,1.0
9896,9467819,88879,3,2.09861228866811
9949,9467826,88879,1,1.0
9953,9467829,88879,3,2.09861228866811
9973,9467847,88879,1,1.0
9979,9467849,88879,1,1.0
9988,9467853,88879,2,1.6931471805599454
10001,9467866,88879,5,2.6094379124341005
10100,9467885,88879,3,2.09861228866811
10108,9467888,88879,2,1.6931471805599454
10135,9467898,88879,4,2.386294361119891
10195,9467899,88879,3,2.09861228866811
10208,9467909,88879,3,2.09861228866811
10259,9467957,88879,1,1.0
10273,9467983,88879,2,1.6931471805599454
10288,9468004,88879,3,2.09861228866811
10345,9468018,88879,44,4.7841896339182615
10639,9468037,88879,1,1.0
10649,9468038,88879,7,2.9459101490553135
10706,9468057,88879,8,3.0794415416798357
10745,9468058,88879,2,1.6931471805599454
10751,9468062,88879,1,1.0
10758,9468067,88879,1,1.0
10774,9468074,88879,2,1.6931471805599454
10784,9468095,88879,2,1.6931471805599454
10793,9468099,88879,2,1.6931471805599454
10798,9468103,88879,1,1.0
10803,9468107,88879,1,1.0
10822,9468113,88879,1,1.0
10904,9468139,88879,3,2.09861228866811
10922,9468160,88879,3,2.09861228866811
10954,9468167,88879,2,1.6931471805599454
10972,9468189,88879,4,2.386294361119891
10996,9468195,88879,1,1.0
11029,9468210,88879,3,2.09861228866811
11059,9468212,88879,4,2.386294361119891
11086,9468214,88879,2,1.6931471805599454
11109,9468226,88879,1,1.0
11127,9468230,88879,1,1.0
11134,9468234,88879,2,1.6931471805599454
11151,9468247,88879,6,2.791759469228055
11170,9468252,88879,3,2.09861228866811
11220,9468256,88879,1,1.0
11229,9468257,88879,3,2.09861228866811
11252,9468265,88879,5,2.6094379124341005
11281,9468266,88879,3,2.09861228866811
11322,9468299,88879,1,1.0
11392,9468317,88879,1,1.0
11413,9468327,88879,1,1.0
11420,9468331,88879,2,1.6931471805599454
11438,9468333,88879,1,1.0
11472,9468337,88879,8,3.0794415416798357
11524,9468345,88879,1,1.0
11602,9468353,88879,1,1.0
11620,9468360,88879,4,2.386294361119891
11674,9468369,88879,4,2.386294361119891
11687,9468370,88879,1,1.0
11715,9468381,88879,1,1.0
11725,9468396,88879,1,1.0
11831,9468422,88879,1,1.0
11852,9468425,88879,4,2.386294361119891
11926,9468426,88879,1,1.0
11936,9468427,88879,4,2.386294361119891
12053,9468430,88879,2138,8.66762609158499
13093,9468438,88879,5,2.6094379124341005
13097,9468439,88879,2,1.6931471805599454
13105,9468440,88879,6,2.791759469228055
13131,9468446,88879,1,1.0
13152,9468449,88879,7,2.9459101490553135
13224,9468452,88879,3,2.09861228866811
13260,9468463,88879,3,2.09861228866811
13273,9468465,88879,4,2.386294361119891
13310,9468476,88879,1,1.0
13319,9468481,88879,6,2.791759469228055
13328,9468552,88879,1,1.0
13368,9468946,88879,1,1.0
13382,9468961,88879,1,1.0
13437,9468986,88879,2,1.6931471805599454
13485,9468993,88879,2,1.6931471805599454
13506,9468999,88879,1,1.0
13578,9469011,88879,2,1.6931471805599454
13604,9469013,88879,4,2.386294361119891
13672,9469022,88879,3,2.09861228866811
13706,9469024,88879,5,2.6094379124341005
13847,9469047,88879,1,1.0
13885,9469054,88879,1,1.0
13905,9469060,88879,7,2.9459101490553135
13948,9469062,88879,2,1.6931471805599454
14001,9469076,88879,2,1.6931471805599454
14037,9469085,88879,1,1.0
14055,9469086,88879,2,1.6931471805599454
14097,9469098,88879,4,2.386294361119891
14122,9469100,88879,1,1.0
14136,9469105,88879,2,1.6931471805599454
14148,9469114,88879,11,3.3978952727983707
14179,9469120,88879,3,2.09861228866811
14197,9469129,88879,2,1.6931471805599454
14205,9469132,88879,1,1.0
14248,9469141,88879,1,1.0
14257,9469143,88879,5,2.6094379124341005
14381,9469153,88879,1,1.0
14403,9469168,88879,1,1.0
14406,9469171,88879,1,1.0
14499,9469213,88879,5,2.6094379124341005
14546,9469214,88879,1,1.0
14568,9469215,88879,3,2.09861228866811
14590,9469222,88879,5,2.6094379124341005
14627,9469224,88879,5,2.6094379124341005
14660,9469235,88879,2,1.6931471805599454
14780,9469247,88879,2,1.6931471805599454
14836,9469263,88879,1,1.0
14861,9469264,88879,3,2.09861228866811
14874,9469271,88879,1,1.0
14890,9469278,88879,1,1.0
14921,9469279,88879,1,1.0
14925,9469282,88879,1,1.0
14943,9469288,88879,1,1.0
15011,9469303,88879,1,1.0
15028,9469304,88879,1,1.0
15090,9469321,88879,1,1.0
15105,9469332,88879,2,1.6931471805599454
15123,9469343,88879,6,2.791759469228055
15217,9469421,88879,1,1.0
15249,9469519,88879,1,1.0
15274,9469543,88879,3,2.09861228866811
15284,9469544,88879,2,1.6931471805599454
15316,9469606,88879,1,1.0
15362,9470489,88879,3,2.09861228866811
15391,9470579,88879,1,1.0
15430,9470902,88879,7,2.9459101490553135
15449,9470931,88879,1,1.0
15460,9470996,88879,1,1.0
15469,9471137,88879,2,1.6931471805599454
15479,9471158,88879,4,2.386294361119891
15484,9471184,88879,1,1.0
15499,9471233,88879,2,1.6931471805599454
15556,9471258,88879,3,2.09861228866811
15614,9471337,88879,1,1.0
15676,9471432,88879,1,1.0
15702,9471433,88879,1,1.0
15709,9471436,88879,1,1.0
15734,9471447,88879,2,1.6931471805599454
15752,9471450,88879,4,2.386294361119891
15796,9471501,88879,1,1.0
15827,9471600,88879,1,1.0
15856,9471681,88879,6,2.791759469228055
15885,9471784,88879,1,1.0
15920,9471928,88879,2,1.6931471805599454
15943,9472160,88879,1,1.0
15958,9472250,88879,1,1.0
15974,9472266,88879,1,1.0
15980,9472275,88879,1,1.0
16029,9472365,88879,3,2.09861228866811
16034,9472375,88879,1,1.0
16038,9472392,88879,1,1.0
16060,9472572,88879,1,1.0
16110,9472929,88879,2,1.6931471805599454
16131,9473154,88879,1,1.0
16207,9473752,88879,1,1.0
16228,9473789,88879,1,1.0
16239,9473804,88879,1,1.0
16373,9473990,88879,1,1.0
16406,9474121,88879,1,1.0
16426,9474301,88879,1,1.0
5,2976,109403,5,2.6094379124341005
23,4845,109403,1,1.0
26,9459793,109403,2,1.6931471805599454
78,9459937,109403,18,3.8903717578961645
218,9463950,109403,1,1.0
291,9464010,109403,1,1.0
307,9464035,109403,1,1.0
322,9464044,109403,1,1.0
358,9464066,109403,1,1.0
383,9464080,109403,1,1.0
416,9464104,109403,1,1.0
444,9464152,109403,6,2.791759469228055
494,9464211,109403,1,1.0
522,9464249,109403,2,1.6931471805599454
558,9464252,109403,1,1.0
583,9464272,109403,2,1.6931471805599454
603,9464279,109403,2,1.6931471805599454
625,9464295,109403,2,1.6931471805599454
670,9464335,109403,1,1.0
697,9464342,109403,1,1.0
738,9464371,109403,1,1.0
807,9464435,109403,1,1.0
836,9464475,109403,1,1.0
881,9464505,109403,1,1.0
903,9464508,109403,1,1.0
919,9464513,109403,3,2.09861228866811
945,9464544,109403,5,2.6094379124341005
1018,9464608,109403,2,1.6931471805599454
1059,9464617,109403,1,1.0
1094,9464659,109403,3,2.09861228866811
1109,9464669,109403,1,1.0
1157,9464712,109403,1,1.0
1171,9464739,109403,2,1.6931471805599454
1204,9464770,109403,4,2.386294361119891
1239,9464832,109403,2,1.6931471805599454
1307,9464882,109403,1,1.0
1367,9464922,109403,1,1.0
1440,9465024,109403,2,1.6931471805599454
1443,9465027,109403,1,1.0
1458,9465045,109403,1,1.0
1481,9465051,109403,6,2.791759469228055
1536,9465071,109403,1,1.0
1543,9465091,109403,1,1.0
1624,9465128,109403,1,1.0
1641,9465130,109403,3,2.09861228866811
1670,9465169,109403,2,1.6931471805599454
1717,9465181,109403,1,1.0
1818,9465320,109403,1,1.0
1862,9465372,109403,2,1.6931471805599454
1875,9465387,109403,1,1.0
1883,9465393,109403,1,1.0
1895,9465416,109403,1,1.0
1919,9465472,109403,2,1.6931471805599454
1935,9465479,109403,1,1.0
1977,9465568,109403,1,1.0
2005,9465577,109403,1,1.0
2052,9465599,109403,1,1.0
2077,9465625,109403,1,1.0
2116,9465667,109403,2,1.6931471805599454
2136,9465676,109403,1,1.0
